Proto,Port,Program
tcp,10344,/var/vcap/data/packages/gorouter/<GUID>/bin/gorouter
tcp,111,/sbin/rpcbind
tcp,11390,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,11987,/var/vcap/data/packages/gorouter/<GUID>/bin/gorouter
tcp,14726,/var/vcap/data/packages/metrics-agent/<GUID>/metrics-agent
tcp,14727,/var/vcap/data/packages/metrics-agent/<GUID>/metrics-agent
tcp,14821,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,14822,/var/vcap/data/packages/syslog-agent/<GUID>/syslog-agent
tcp,14823,/var/vcap/data/packages/forwarder-agent/<GUID>/forwarder-agent
tcp,14824,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,14828,/var/vcap/data/packages/binding-cache/<GUID>/binding-cache
tcp,14829,/var/vcap/data/packages/udp-forwarder/<GUID>/udp-forwarder
tcp,14920,/var/vcap/data/packages/metric-scraper/<GUID>/metric-scraper
tcp,14921,/var/vcap/data/packages/leadership-election/<GUID>/leadership-election
tcp,14922,/var/vcap/data/packages/system-metrics-agent/<GUID>/system-metrics-agent
tcp,15150,/var/vcap/data/packages/routing-healthchecker/<GUID>/bin/healthchecker
tcp,15821,/var/vcap/data/packages/metrics-discovery-registrar/<GUID>/discovery-registrar
tcp,15897,/var/vcap/data/packages/routing-api/<GUID>/bin/routing-api
tcp,17001,/var/vcap/data/packages/auctioneer/<GUID>/bin/auctioneer
tcp,17002,/var/vcap/data/packages/gorouter/<GUID>/bin/gorouter
tcp,17002,/var/vcap/data/packages/tcp_router/<GUID>/bin/cf-tcp-router
tcp,17003,/var/vcap/data/packages/routing-api/<GUID>/bin/routing-api
tcp,17008,/var/vcap/data/packages/rep/<GUID>/bin/rep
tcp,17009,/var/vcap/data/packages/route_emitter/<GUID>/bin/route-emitter
tcp,17011,/var/vcap/data/packages/route_emitter/<GUID>/bin/route-emitter
tcp,17015,/var/vcap/data/packages/tps/<GUID>/bin/tps-watcher
tcp,17016,/var/vcap/data/packages/ssh_proxy/<GUID>/bin/ssh-proxy
tcp,17017,/var/vcap/data/packages/bbs/<GUID>/bin/bbs
tcp,17018,/var/vcap/data/packages/locket/<GUID>/bin/locket
tcp,17019,/var/vcap/data/packages/cc_uploader/<GUID>/bin/cc-uploader
tcp,17019,/var/vcap/data/packages/guardian/<GUID>/bin/gdn
tcp,1800,/var/vcap/data/packages/rep/<GUID>/bin/rep
tcp,1801,/var/vcap/data/packages/rep/<GUID>/bin/rep
tcp,1936,/var/vcap/data/packages/proxy/<GUID>/bin/proxy
tcp,19683,/var/vcap/data/packages/silk-controller/<GUID>/bin/silk-controller
tcp,20396,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,21376,/var/vcap/data/packages/udp-forwarder/<GUID>/udp-forwarder
tcp,21378,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,21542,/var/vcap/data/packages/metric_registrar/<GUID>/bin/metric_registrar_endpoint_worker
tcp,21543,/var/vcap/data/packages/metric_registrar/<GUID>/bin/metric_registrar_endpoint_worker
tcp,21544,/var/vcap/data/packages/metric_registrar/<GUID>/bin/metric_registrar_log_worker
tcp,21545,/var/vcap/data/packages/metric_registrar/<GUID>/bin/metric_registrar_log_worker
tcp,21546,/var/vcap/data/packages/metric_registrar/<GUID>/bin/metric_registrar_orchestrator
tcp,21548,/var/vcap/data/packages/metric_registrar/<GUID>/bin/metric_registrar_secure_endpoint_worker
tcp,21549,/var/vcap/data/packages/metric_registrar/<GUID>/bin/metric_registrar_secure_endpoint_worker
tcp,22,/usr/sbin/sshd
tcp,2222,/var/vcap/data/packages/ssh_proxy/<GUID>/bin/ssh-proxy
tcp,22223,/var/vcap/data/packages/policy-server/<GUID>/bin/policy-server
tcp,22233,/var/vcap/data/packages/silk-daemon/<GUID>/bin/silk-daemon
tcp,23954,/var/vcap/data/packages/silk-daemon/<GUID>/bin/silk-daemon
tcp,24768,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,25250,/var/vcap/data/packages/nginx/<GUID>/sbin/nginx
tcp,25555,/var/vcap/data/packages/nginx/<GUID>/sbin/nginx
tcp,25556,/var/vcap/data/packages/director-ruby-3.2/<GUID>/bin/ruby
tcp,25594,/var/vcap/data/packages/system-metrics-server/<GUID>/system-metrics-server
tcp,25595,/var/vcap/data/packages/system-metrics-server/<GUID>/system-metrics-server
tcp,25923,/var/vcap/data/packages/director-ruby-3.2/<GUID>/bin/ruby
tcp,2780,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,2822,/var/vcap/bosh/bin/monit-actual
tcp,2825,/var/vcap/bosh/bin/bosh-agent
tcp,2846,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,28893,/var/vcap/data/packages/scanner/<GUID>/scanner_web
tcp,28895,/var/vcap/data/packages/scanner/<GUID>/scanner_daemon
tcp,3000,/var/vcap/data/packages/routing-api/<GUID>/bin/routing-api
tcp,3001,/var/vcap/data/packages/routing-api/<GUID>/bin/routing-api
tcp,31945,/var/vcap/data/packages/policy-server/<GUID>/bin/policy-server-internal
tcp,31946,/var/vcap/data/packages/policy-server/<GUID>/bin/policy-server-internal
tcp,32784,/var/vcap/data/packages/syslog-agent/<GUID>/syslog-agent
tcp,32870,/usr/bin/google_guest_agent
tcp,32872,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,32968,/var/vcap/data/packages/udp-forwarder/<GUID>/udp-forwarder
tcp,32978,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,33001,/var/vcap/data/packages/system-metrics-server/<GUID>/system-metrics-server
tcp,33058,/var/vcap/data/packages/forwarder-agent/<GUID>/forwarder-agent
tcp,3306,/var/vcap/data/packages/proxy/<GUID>/bin/proxy
tcp,3306,/var/vcap/data/packages/pxc/<GUID>/bin/mysqld
tcp,33088,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,33144,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,33232,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,33238,/var/vcap/bosh/bin/bosh-agent
tcp,33304,/var/vcap/bosh/bin/bosh-agent
tcp,33373,/var/vcap/data/packages/doppler/<GUID>/doppler
tcp,33402,/var/vcap/data/packages/proxy/<GUID>/bin/proxy
tcp,33416,/usr/bin/google_guest_agent
tcp,33418,/var/vcap/data/packages/proxy/<GUID>/bin/proxy
tcp,33432,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,33438,/var/vcap/data/packages/metrics-discovery-registrar/<GUID>/discovery-registrar
tcp,33710,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,33710,/var/vcap/data/packages/reverse_log_proxy/<GUID>/rlp
tcp,33724,/var/vcap/data/packages/reverse_log_proxy/<GUID>/rlp
tcp,33736,/var/vcap/data/packages/reverse_log_proxy/<GUID>/rlp
tcp,33804,/usr/bin/google_guest_agent
tcp,33810,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,33848,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,33850,/var/vcap/data/packages/reverse_log_proxy/<GUID>/rlp
tcp,33860,/var/vcap/data/packages/reverse_log_proxy/<GUID>/rlp
tcp,33870,/var/vcap/data/packages/ruby-3.0/<GUID>/bin/ruby
tcp,33876,/var/vcap/data/packages/reverse_log_proxy/<GUID>/rlp
tcp,33890,/var/vcap/data/packages/udp-forwarder/<GUID>/udp-forwarder
tcp,33892,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,33896,/var/vcap/data/packages/reverse_log_proxy/<GUID>/rlp
tcp,34010,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,34028,/var/vcap/data/packages/metrics-discovery-registrar/<GUID>/discovery-registrar
tcp,34034,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,34036,/usr/bin/google_guest_agent
tcp,34058,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,34082,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,34086,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,34094,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,34110,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,34114,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,34122,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,34232,/var/vcap/data/packages/vxlan-policy-agent/<GUID>/bin/vxlan-policy-agent
tcp,34306,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,34318,/var/vcap/data/packages/doppler/<GUID>/doppler
tcp,34320,/var/vcap/data/packages/locket/<GUID>/bin/locket
tcp,34322,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,34326,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,34328,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,34328,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,34336,/var/vcap/data/packages/metric_registrar/<GUID>/bin/metric_registrar_log_worker
tcp,34342,/var/vcap/data/packages/metric_registrar/<GUID>/bin/metric_registrar_endpoint_worker
tcp,34356,/var/vcap/data/packages/metric_registrar/<GUID>/bin/metric_registrar_secure_endpoint_worker
tcp,34418,/var/vcap/data/packages/openjdk_1.8.0/<GUID>/jre/bin/java
tcp,34430,/var/vcap/bosh/bin/bosh-agent
tcp,34436,/var/vcap/data/packages/uaa/<GUID>/jdk/bin/java
tcp,34456,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,34462,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,34468,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,34474,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,34478,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,34478,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,34490,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,34530,/var/vcap/data/packages/director-ruby-3.2/<GUID>/bin/ruby
tcp,3458,/var/vcap/data/packages/forwarder-agent/<GUID>/forwarder-agent
tcp,3459,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,3460,/var/vcap/data/packages/syslog-agent/<GUID>/syslog-agent
tcp,34602,/usr/bin/google_guest_agent
tcp,3461,/var/vcap/data/packages/metrics-agent/<GUID>/metrics-agent
tcp,34668,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,34722,/var/vcap/data/packages/bosh-dns/<GUID>/bin/bosh-dns
tcp,34732,/var/vcap/data/packages/forwarder-agent/<GUID>/forwarder-agent
tcp,34752,/var/vcap/data/packages/route_registrar/<GUID>/bin/route-registrar
tcp,34836,/var/vcap/data/packages/forwarder-agent/<GUID>/forwarder-agent
tcp,34838,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,34862,/var/vcap/data/packages/replication-canary/<GUID>/bin/replication-canary
tcp,34908,/var/vcap/data/packages/proxy/<GUID>/bin/proxy
tcp,34948,/var/vcap/data/packages/silk-daemon/<GUID>/bin/silk-daemon
tcp,34966,/usr/bin/google_guest_agent
tcp,34982,/var/vcap/data/packages/log-cache/<GUID>/log-cache
tcp,35016,/var/vcap/data/packages/metrics-discovery-registrar/<GUID>/discovery-registrar
tcp,35048,/var/vcap/data/packages/bosh-dns/<GUID>/bin/bosh-dns
tcp,35074,/var/vcap/data/packages/bosh-dns/<GUID>/bin/bosh-dns
tcp,35134,/var/vcap/data/packages/proxy/<GUID>/bin/proxy
tcp,35146,/var/vcap/data/packages/proxy/<GUID>/bin/proxy
tcp,35152,/var/vcap/data/packages/proxy/<GUID>/bin/proxy
tcp,35164,/var/vcap/data/packages/bosh-dns/<GUID>/bin/bosh-dns
tcp,35195,/var/vcap/data/packages/system-metrics-server/<GUID>/system-metrics-server
tcp,35416,/var/vcap/data/packages/proxy/<GUID>/bin/proxy
tcp,35480,/usr/bin/google_guest_agent
tcp,35502,/var/vcap/data/packages/forwarder-agent/<GUID>/forwarder-agent
tcp,35564,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,35604,/var/vcap/data/packages/system-metrics-server/<GUID>/system-metrics-server
tcp,35636,/var/vcap/data/packages/bosh-dns/<GUID>/bin/bosh-dns
tcp,35676,/var/vcap/data/packages/forwarder-agent/<GUID>/forwarder-agent
tcp,35738,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,35742,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,35752,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,35754,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,35760,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,35770,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,35776,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,35792,/var/vcap/data/packages/forwarder-agent/<GUID>/forwarder-agent
tcp,35792,/var/vcap/data/packages/openjdk_1.8.0/<GUID>/jre/bin/java
tcp,35794,/var/vcap/data/packages/bosh-dns/<GUID>/bin/bosh-dns
tcp,35910,/var/vcap/data/packages/openjdk_1.8.0/<GUID>/jre/bin/java
tcp,35936,/var/vcap/data/packages/bosh-dns/<GUID>/bin/bosh-dns
tcp,35942,/var/vcap/data/packages/ruby-3.0/<GUID>/bin/ruby
tcp,35958,/var/vcap/data/packages/bosh-dns/<GUID>/bin/bosh-dns
tcp,35992,/var/vcap/data/packages/ruby-3.0/<GUID>/bin/ruby
tcp,35996,/var/vcap/data/packages/ruby-3.0/<GUID>/bin/ruby
tcp,36018,/usr/bin/google_guest_agent
tcp,36020,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,36062,/var/vcap/data/packages/mysql-metrics/<GUID>/bin/mysql-metrics
tcp,36090,/var/vcap/data/packages/proxy/<GUID>/bin/proxy
tcp,36106,/var/vcap/data/packages/bbs/<GUID>/bin/bbs
tcp,36308,/var/vcap/data/packages/reverse_log_proxy/<GUID>/rlp
tcp,36322,/var/vcap/data/packages/reverse_log_proxy/<GUID>/rlp
tcp,36352,/var/vcap/data/packages/replication-canary/<GUID>/bin/replication-canary
tcp,36394,/var/vcap/data/packages/metric_registrar/<GUID>/bin/metric_registrar_orchestrator
tcp,36404,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,36478,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,36518,/var/vcap/data/packages/bosh-dns/<GUID>/bin/bosh-dns
tcp,36524,/var/vcap/data/packages/forwarder-agent/<GUID>/forwarder-agent
tcp,36552,/var/vcap/data/packages/bosh-dns/<GUID>/bin/bosh-dns
tcp,36596,/var/vcap/data/packages/director-ruby-3.2/<GUID>/bin/ruby
tcp,36600,/var/vcap/data/packages/director-ruby-3.2/<GUID>/bin/ruby
tcp,36674,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,36680,/var/vcap/data/packages/mysql-metrics/<GUID>/bin/mysql-metrics
tcp,36726,/var/vcap/data/packages/bosh-dns/<GUID>/bin/bosh-dns
tcp,36756,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,36776,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,36778,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,36788,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,36790,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,36798,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,36846,/var/vcap/data/packages/syslog-agent/<GUID>/syslog-agent
tcp,36866,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,36936,/var/vcap/data/packages/policy-server/<GUID>/bin/policy-server-internal
tcp,36970,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,36984,/usr/bin/google_guest_agent
tcp,37026,/var/vcap/data/packages/bosh-dns/<GUID>/bin/bosh-dns
tcp,37096,/var/vcap/data/packages/reverse_log_proxy/<GUID>/rlp
tcp,37142,/var/vcap/data/packages/proxy/<GUID>/bin/proxy
tcp,37156,/var/vcap/data/packages/proxy/<GUID>/bin/proxy
tcp,37180,/var/vcap/data/packages/route_registrar/<GUID>/bin/route-registrar
tcp,37200,/var/vcap/data/packages/proxy/<GUID>/bin/proxy
tcp,37208,/var/vcap/data/packages/openjdk_1.8.0/<GUID>/jre/bin/java
tcp,37282,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,37334,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,37395,/var/vcap/data/packages/statsd_injector/<GUID>/statsd-injector
tcp,37440,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,37454,/usr/bin/google_guest_agent
tcp,37476,/var/vcap/data/packages/forwarder-agent/<GUID>/forwarder-agent
tcp,37488,/var/vcap/data/packages/director-ruby-3.2/<GUID>/bin/ruby
tcp,37488,/var/vcap/data/packages/metrics-discovery-registrar/<GUID>/discovery-registrar
tcp,37492,/var/vcap/data/packages/metrics-discovery-registrar/<GUID>/discovery-registrar
tcp,37528,/var/vcap/data/packages/forwarder-agent/<GUID>/forwarder-agent
tcp,37536,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,37540,/var/vcap/data/packages/bosh-dns/<GUID>/bin/bosh-dns
tcp,37554,/var/vcap/data/packages/proxy/<GUID>/bin/proxy
tcp,37558,/var/vcap/data/packages/proxy/<GUID>/bin/proxy
tcp,37610,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,37616,/var/vcap/data/packages/reverse_log_proxy/<GUID>/rlp
tcp,37618,/var/vcap/data/packages/syslog-agent/<GUID>/syslog-agent
tcp,37638,/var/vcap/data/packages/log-cache/<GUID>/log-cache
tcp,37650,/var/vcap/data/packages/log-cache-gateway/<GUID>/log-cache-gateway
tcp,37656,/var/vcap/data/packages/log-cache-syslog-server/<GUID>/log-cache-syslog-server
tcp,37702,/var/vcap/data/packages/route_registrar/<GUID>/bin/route-registrar
tcp,37746,/var/vcap/data/packages/forwarder-agent/<GUID>/forwarder-agent
tcp,37772,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,37800,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,37815,/var/vcap/data/packages/doppler/<GUID>/doppler
tcp,37820,/var/vcap/data/packages/ruby-3.0/<GUID>/bin/ruby
tcp,37830,/var/vcap/data/packages/ruby-3.0/<GUID>/bin/ruby
tcp,37940,/var/vcap/bosh/bin/bosh-agent
tcp,37956,/var/vcap/data/packages/log-cache/<GUID>/log-cache
tcp,37990,/var/vcap/data/packages/forwarder-agent/<GUID>/forwarder-agent
tcp,38054,/var/vcap/data/packages/ruby-3.0/<GUID>/bin/ruby
tcp,38096,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,38130,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,38152,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,38166,/usr/bin/google_guest_agent
tcp,38174,/var/vcap/data/packages/openjdk_1.8.0/<GUID>/jre/bin/java
tcp,38214,/var/vcap/data/packages/forwarder-agent/<GUID>/forwarder-agent
tcp,38308,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,38365,/var/vcap/data/packages/statsd_injector/<GUID>/statsd-injector
tcp,38416,/var/vcap/data/packages/forwarder-agent/<GUID>/forwarder-agent
tcp,38484,/var/vcap/data/packages/forwarder-agent/<GUID>/forwarder-agent
tcp,38490,/var/vcap/data/packages/bosh-dns/<GUID>/bin/bosh-dns
tcp,38536,/var/vcap/data/packages/proxy/<GUID>/bin/proxy
tcp,38542,/var/vcap/data/packages/proxy/<GUID>/bin/proxy
tcp,38592,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,38620,/var/vcap/data/packages/bosh-dns/<GUID>/bin/bosh-dns
tcp,38818,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,38848,/usr/bin/google_guest_agent
tcp,38852,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,38856,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,38858,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,38864,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,38866,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,38904,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,38930,/var/vcap/data/packages/syslog-agent/<GUID>/syslog-agent
tcp,38932,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,38942,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,38952,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,38956,/var/vcap/data/packages/bosh-dns/<GUID>/bin/bosh-dns
tcp,38966,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,38966,/var/vcap/data/packages/syslog-agent/<GUID>/syslog-agent
tcp,38968,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,38995,/var/vcap/data/packages/statsd_injector/<GUID>/statsd-injector
tcp,39048,/var/vcap/data/packages/forwarder-agent/<GUID>/forwarder-agent
tcp,39120,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,39128,/var/vcap/data/packages/forwarder-agent/<GUID>/forwarder-agent
tcp,39156,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,39158,/var/vcap/data/packages/syslog-agent/<GUID>/syslog-agent
tcp,39164,/usr/bin/google_guest_agent
tcp,39174,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
tcp,39190,/var/vcap/data/packages/route_registrar/<GUID>/bin/route-registrar
tcp,39191,/var/vcap/data/packages/statsd_injector/<GUID>/statsd-injector
tcp,39210,/var/vcap/data/packages/bosh-dns/<GUID>/bin/bosh-dns
tcp,39216,/var/vcap/bosh/bin/bosh-agent
tcp,39218,/var/vcap/data/packages/loggregator_agent/<GUID>/loggregator-agent
tcp,39240,/var/vcap/data/packages/syslog-agent/<GUID>/syslog-agent
tcp,39286,/var/vcap/data/packages/proxy/<GUID>/bin/proxy
tcp,39346,/var/vcap/data/packages/openjdk_1.8.0/<GUID>/jre/bin/java
tcp,39434,/var/vcap/data/packages/metrics-discovery-registrar/<GUID>/discovery-registrar
tcp,39470,/var/vcap/data/packages/prom_scraper/<GUID>/prom-scraper
